"valoreEuro","totTrans","codiceCorrispondenteAcq","codiceEsercenteAccettazione","insegnaPuntoVendita","idCarta","mese","anno"
"178.93","1","466259","75165888100014","PAYPLUG.COM","0E83B56247EAB5D8FE7F8AA5A1907B71","03","2019"
"103.44","1","466259","75165888100014","PAYPLUG.COM","954831028D9647E041836282874C87CF","01","2019"
"51.239999999999995","2","466259","75165888100014","PAYPLUG.COM","7E675A72AAFC82D7884F953FE6E3CD79","02","2019"
"21.98","1","466259","75165888100014","PAYPLUG.COM","93CB9591E12918178BBDF23C07A9E6EC","02","2019"
"55.0","1","466259","75165888100014","PAYPLUG.COM","ECD348F592387C144435DB070400C786","01","2019"
"394.55","1","466259","75165888100014","PAYPLUG.COM","8A53FC19B27013A521752FAAD19384AA","03","2019"
"0.0","2","466259","75165888100014","PAYPLUG.COM","98B454FF5EA4AF29299919A5EBB5E52F","03","2019"
"69.98","1","00000013239","75165888100014","PAYPLUG","0085843702B134D7895DF80CB1B88E7E","01","2019"
"100.7","1","00000012916","75165888100014","PAYPLUG.COM","0DA0B845BBBA881DFA61BDCF67AF8786","02","2019"
"79.99","1","466259","75165888100014","PAYPLUG.COM","A5E79F856F9DD582BE20B77AA525D552","03","2019"
"28.0","2","00000012916","75165888100014","PAYPLUG.COM","B5C5B5EE893CF59294A15C8BA8718A19","01","2019"
"46.9","1","466259","75165888100014","PAYPLUG.COM","68E7F62425F84C8D559043BE89D9D188","03","2019"
"211.47","1","466259","75165888100014","PAYPLUG.COM","5EA66C2154769D39549BD69663BD23C5","01","2019"
"34.0","1","00000013239","75165888100014","PAYPLUG","EB934C2D73DCBAB1950AC1A4A07D027F","01","2019"
"162.4","1","00000012916","75165888100014","PAYPLUG.COM","9970ABBBAA9025509245F8D8BD24E5B0","03","2019"
"142.6","1","466259","75165888100014","PAYPLUG.COM","25A37AFD285367F25652B16D563628E5","03","2019"
"37.84","1","00000012916","75165888100014","PAYPLUG.COM","52D0D606B818F7FA3D97F6EE32BDCE28","03","2019"
"78.28","1","466259","75165888100014","PAYPLUG.COM","345C7AB33DE56305ABF5B31659E5BA89","03","2019"
"119.56","1","466259","75165888100014","PAYPLUG.COM","BB06EA50C5C4DC54115D1DD701F04D50","02","2019"
"179.95","1","466259","75165888100014","PAYPLUG.COM","FA58713988466AC921EAF25716D93A8B","02","2019"
"69.99","1","497400","75165888100014","PAYPLUG         4405771","1B28556354CACBD9668DF33F39B663D7","01","2019"
"136.0","1","00000012916","75165888100014","PAYPLUG.COM","523669A3B22B23C39C8B30B56CAEDAA6","02","2019"
"81.82","1","00000013239","75165888100014","PAYPLUG","BCD264E56B4BE1E16B591433A23862E9","01","2019"
"246.39","2","466259","75165888100014","PAYPLUG.COM","E03B2A520F48AA48DA116A2CB46976EA","01","2019"
"208.64999999999998","2","00000012916","75165888100014","BPM POWER.COM","5C69B1F63756505BF36861228EDB4431","03","2019"
"28.939999999999998","2","466259","75165888100014","BPM POWER.COM","28022AA44EF50996F422A92EF4DF6F39","02","2019"
"7.07","1","466259","75165888100014","BPM POWER.COM","1AA8E40166C659F2917C121788F2AC53","02","2019"
"18.74","1","466259","75165888100014","PUNTO RIGENERA","96DB0FB39D3B51164D8DAD993418D419","02","2019"
"0.0","2","466259","75165888100014","PUNTO RIGENERA","822E44DEA4043245AB494EEF7337DEAD","01","2019"
"118.19","1","466259","75165888100014","PAYPLUG.COM","EBCA70F0885F2613BB9F873A15E75462","03","2019"
"88.68","1","00000012916","75165888100014","PAYPLUG.COM","0AE0FE19293F66C568E31C7A65302228","02","2019"
"123.5","1","466259","75165888100014","PAYPLUG.COM","BF334B8527A72C3E6B103179F8915ED9","02","2019"
"142.7","3","466259","75165888100014","PAYPLUG.COM","9B84B15C95EFB6455EE7C318A5522A53","02","2019"
"976.0","1","466259","75165888100014","PAYPLUG.COM","61ED29BC9B9CEDBCDD952EE90E695950","03","2019"
"201.63","1","497400","75165888100014","PAYPLUG         4405771","17E204F69184CB4CC11DBC5DFB530A1D","01","2019"
"87.0","1","466259","75165888100014","PAYPLUG.COM","2E590E5B95635D0C6A62BB414B78D0EE","03","2019"
"49.8","1","466259","75165888100014","PAYPLUG.COM","9A1C2785BD1E16BAC52FDD90339C9AC8","03","2019"
"23.06","1","466259","75165888100014","PAYPLUG.COM","BF14BBA50DDA44CDEDA6B5CC030F90FE","02","2019"
"36.9","1","466259","75165888100014","PAYPLUG.COM","4233E8B71C3F755F31074C820E21B2D9","03","2019"
"93.8","1","466259","75165888100014","PAYPLUG.COM","28E64BF918D1911A16E0AC6E8194C4F3","03","2019"
"552.03","1","00000013239","75165888100014","PAYPLUG","8F228FD8C38C883A294E60578018A1ED","01","2019"
"92.82","1","00000012916","75165888100014","PAYPLUG.COM","C30F823FBDC52D7F7870A6F81808BD62","02","2019"
"99.99","1","00000012916","75165888100014","PAYPLUG.COM","0902EA6749E3E62AC5FD654C307BC08B","02","2019"
"21.4","1","497400","75165888100014","PAYPLUG         4405771","94BF3300ED9906CCF810FCE4F9C513DB","02","2019"
"41.42","1","466259","75165888100014","PAYPLUG.COM","687D633DDA039FB56FC4AC004AEA5727","02","2019"
"286.2","1","466259","75165888100014","PAYPLUG.COM","5DF3ECCA7BA678CA8344BE6BEAF4C87A","02","2019"
"77.35","1","466259","75165888100014","PAYPLUG.COM","45148EC43E1A084A9C2CBB83BD13AD0C","03","2019"
"100.0","1","00000013239","75165888100014","PAYPLUG","5EDEF9B6AF815225212C21BD22365FB3","01","2019"
"103.21","1","466259","75165888100014","PAYPLUG.COM","538EB80DF878EB8F9B1584172620344A","03","2019"
"37.4","1","466259","75165888100014","PAYPLUG.COM","7F7DC10128D84386AC452C58C26ED93F","02","2019"
"58.67","1","497400","75165888100014","PAYPLUG         4405771","D91670FB7283D0754706A093A084E3CE","01","2019"
"61.92","1","466259","75165888100014","PAYPLUG.COM","986B4993602ED6DB0ED2481A6D24CEE5","03","2019"
"15.49","1","466259","75165888100014","PAYPLUG.COM","AD6F03D7B136A95474A0F09D52ED1A06","03","2019"
"162.0","1","466259","75165888100014","PAYPLUG.COM","EC5B75CC10A49AB5CFCEFAA61D30030A","02","2019"
"53.53","1","00000012916","75165888100014","PAYPLUG.COM","7FC1142384431B286E1235CC4F960093","01","2019"
"35.4","1","466259","75165888100014","PAYPLUG.COM","1BE4DC52C98F29091FF72F0644C3A424","01","2019"
"57.13","1","466259","75165888100014","GEDSHOP.IT","A8D538029B2DEF44BE6B84C6E931DD9A","03","2019"
"221.43","1","466259","75165888100014","PAYPLUG.COM","36057F10A4A3FD045119C3C4A62E07EE","03","2019"
"52.93","1","466259","75165888100014","PAYPLUG.COM","D69A1534471A45B299450DFF0C68DD75","02","2019"
"55.94","1","466259","75165888100014","PAYPLUG.COM","B62F3793EC5DE01044302FA30BE3EB08","02","2019"
"74.0","2","466259","75165888100014","PAYPLUG.COM","526D7102EC4B3BAE148D380FD454E6D4","03","2019"
"128.8","1","00000013239","75165888100014","PAYPLUG","0E872511251EB1B642F0E798C3D594C9","02","2019"
"132.3","1","466259","75165888100014","PAYPLUG.COM","19EC973836A81E09876CE705A8E05C71","02","2019"
"56.71","1","466259","75165888100014","PAYPLUG.COM","4DE2930FA06882B59E062014E8191108","03","2019"
"145.47","1","466259","75165888100014","PAYPLUG.COM","D73593E6BF69CBA157AE3664D3D10067","03","2019"
"121.0","1","497400","75165888100014","PAYPLUG         4405771","89F501226AD2658CAF8442CB02DAF054","01","2019"
"14.84","1","466259","75165888100014","PAYPLUG.COM","63617F0F9F98FD6DD7734DEEA7ADEBB7","01","2019"
"33.91","1","466259","75165888100014","PAYPLUG.COM","8C1A13BF431233DC9FA129E6ABCF097D","02","2019"
"57.96","1","497400","75165888100014","PAYPLUG         4405771","8505E017E72FBAFA62CB270B48FE106D","02","2019"
"26.0","1","00000012916","75165888100014","PAYPLUG.COM","CDB328D1935F2996AF82BD86E7592678","03","2019"
"38.0","1","00000012916","75165888100014","PAYPLUG.COM","8357E3740C0F79220FABF299C057E593","03","2019"
"62.78","1","00000012916","75165888100014","PAYPLUG.COM","C29DDF7B251989E529700FA7200A53E5","01","2019"
"11.4","1","497400","75165888100014","PAYPLUG         4405771","8381C935E54055E89E49F3436B604D28","01","2019"
"19.4","1","466259","75165888100014","PAYPLUG.COM","463C2DB79F8C1367C4E4BFF48F0AFC01","02","2019"
"137.0","1","466259","75165888100014","PAYPLUG.COM","1104E581FC0ECE68CC54266FD57046AB","01","2019"
"-17.9","1","466259","75165888100014","PAYPLUG.COM","5A673B97EEDF9608C4C4F47F342C2EDD","02","2019"
"-178.5","1","00000012916","75165888100014","PAYPLUG.COM","4BC7FAC74175930615D676DBA7A4FA82","02","2019"
"84.96","1","00000012916","75165888100014","PAYPLUG.COM","3C93CB5941069736A929C511F6EB0251","03","2019"
"114.06","1","00000013239","75165888100014","PAYPLUG","0F7A546655F87B0E3D91EE0587D691BE","02","2019"
"251.0","1","497400","75165888100014","PAYPLUG         4405771","F2A013CBB8B4A7D30F806212080C35F3","01","2019"
"181.39","1","466259","75165888100014","PAYPLUG.COM","9A14F30124125D3A28F47A5A71D5BA58","01","2019"
"21.5","1","466259","75165888100014","PAYPLUG.COM","C05FD27F83B7474757712014E3AFFD71","01","2019"
"26.7","1","00000012916","75165888100014","CIAMANIMALI","CF79E70B625C382E7562185CD0366E13","03","2019"
"99.95","1","00000012916","75165888100014","ProduceShop","ACABEC1DC3D3AC1F5FA512E7402E8D56","03","2019"
"217.0","1","00000012916","75165888100014","DEGHI SHOP","52DED7FAEDC19DD1C459E0C75E0F704D","02","2019"
"440.41","1","466259","75165888100014","DEGHI SHOP","B9902ED0D382593D4D6CFEFE6F8C6212","03","2019"
"48.1","1","00000012916","75165888100014","PUNTO RIGENERA","F03C05CC56CEE3D949D5C2BBE8695FAB","02","2019"
"9.91","1","00000012916","75165888100014","PUNTO RIGENERA","049F8FC985D8931F6740C006EFAF742C","03","2019"
"881.9000000000001","2","466259","75165888100014","PAYPLUG.COM","DA94C353F40BBADEDCE42CBED2782B43","02","2019"
"106.2","1","466259","75165888100014","PAYPLUG.COM","80B6FB82415E8A9479B8FCA46F6AD80F","01","2019"
"56.44","1","00000012916","75165888100014","PAYPLUG.COM","8023F761F834B9BBCF935675AE531B82","02","2019"
"112.0","1","466259","75165888100014","PAYPLUG.COM","74F0D912138539D9185F0AC824903D95","01","2019"
"143.4","1","00000012916","75165888100014","PAYPLUG.COM","7446CD170326B50666FDF3D228391F8B","02","2019"
"48.8","1","00000012916","75165888100014","PAYPLUG.COM","D86CE5D99691689C84AFABC50C828454","03","2019"
"42.37","1","466259","75165888100014","PAYPLUG.COM","22F28BA2A09D39929DE3522F1BC6B458","01","2019"
"540.0","1","00000012916","75165888100014","PAYPLUG.COM","E9992A5BD275085E6A8C162724E82059","02","2019"
"647.77","2","466259","75165888100014","GEDSHOP.IT","C7856F82CBFD9A27FD9DA7232F6E3EE8","03","2019"
"25.0","1","466259","75165888100014","PAYPLUG.COM","E2D24FE62357FE49E4E19CD164B69C09","03","2019"
"612.75","1","497400","75165888100014","PAYPLUG         4405771","25773B4E6654288A9F52F203141F7105","02","2019"
"25.6","1","00000012916","75165888100014","PUNTO RIGENERA","49C1C54C38BC16E7724F26F2BF6DA40B","01","2019"
"138.2","3","466259","75165888100014","PUNTO RIGENERA","80ABD3BB8C5B175B34C6924BC069C49C","03","2019"
"17.44","1","466259","75165888100014","PUNTO RIGENERA","93E4F69862DFEADD54C5C68B3BD8EA65","03","2019"
"62.85","1","466259","75165888100014","PUNTO RIGENERA","7643634D4BC5C54718AE0539ACFE0192","03","2019"
"349.51","1","466259","75165888100014","PUNTO RIGENERA","38D241CB63E898880CEBF5F76114EC1C","02","2019"
"41.31","1","466259","75165888100014","PUNTO RIGENERA","AD88BD25FC5B8102AD3305739B235D68","01","2019"
"103.45","1","466259","75165888100014","PAYPLUG.COM","492D200FDD53387FF37FA5EA90CBBD69","03","2019"
"262.61","1","466259","75165888100014","GEDSHOP.IT","93A5F230E613D01A3F1958683F57577B","03","2019"
"0.0","2","497400","75165888100014","PAYPLUG         4405771","80FA1C29C3C002F554759FAC1CF9EAD6","01","2019"
"52.46","1","00000013239","75165888100014","PAYPLUG","09F99D4A67F4106A43D07B5BE672E4EC","01","2019"
"99.36","2","00000012916","75165888100014","PAYPLUG.COM","E344EB6473BE7D4C1C7820AE1244E3EB","01","2019"
"50.0","1","00000013239","75165888100014","PAYPLUG","029494C73D532767BAC30E01AD10C081","01","2019"
"360.0","1","466259","75165888100014","PAYPLUG.COM","9A754974D0C1B588DF72C8628B3DD37D","02","2019"
"77.0","1","466259","75165888100014","PAYPLUG.COM","3B049B5AFA77FF780C7B58B0325052B5","01","2019"
"60.42","1","466259","75165888100014","PAYPLUG.COM","5F4AB67907D1D74B0A657EAE18861011","02","2019"
"62.3","1","00000012916","75165888100014","PAYPLUG.COM","5AB914C4D45A29BEA6B8FBEE91AB874A","02","2019"
"95.76","1","497400","75165888100014","PAYPLUG         4405771","341B99B68F78D3F2596BCE5749EF8A5F","01","2019"
"25.0","1","497400","75165888100014","PAYPLUG         4405771","A1383851F84649FBC4F317576AF1EB50","02","2019"
"65.2","1","00000012916","75165888100014","PAYPLUG.COM","DD2CAAD90989610340EF496CCCBA7610","03","2019"
"0.0","2","497400","75165888100014","PAYPLUG         4405771","3E4B24423606EED51C367E44D749C7FF","01","2019"
"376.85","2","497400","75165888100014","PAYPLUG         4405771","70D780E6E63934E5FA92568E7E372006","01","2019"
"36.15","1","466259","75165888100014","PAYPLUG.COM","7980D13370AA6AE8A314A83ECD63163E","03","2019"
"40.99","1","466259","75165888100014","PAYPLUG.COM","F68169C57E5559A86CBE0291ECE4472C","02","2019"
"73.45","1","00000013239","75165888100014","PAYPLUG","CF46CFC9615179ABDB32D2214E16F4EB","01","2019"
"97.8","1","466259","75165888100014","PAYPLUG.COM","384A4720D4A8BB9B6E2141F334210138","03","2019"
"24.9","1","466259","75165888100014","PAYPLUG.COM","281A1BC985618AB768D2874390FC4E7B","02","2019"
"25.0","1","00000013239","75165888100014","PAYPLUG","787180621BAC56E7A6D7C05834793DBA","02","2019"
"50.0","1","466259","75165888100014","PAYPLUG.COM","9BFDFE32A97615C89FE7D9EE4C98EBA0","03","2019"
"21.9","1","00000012916","75165888100014","PAYPLUG.COM","9A6F9CD037E691DFEDC252C337EFF941","03","2019"
"152.13","1","497400","75165888100014","PAYPLUG         4405771","124DD403F92E880845A48F8FB114A275","02","2019"
"62.69","1","00000012916","75165888100014","PAYPLUG.COM","3ACC28318A7830A67DE2A04E889C4271","02","2019"
"0.0","2","466259","75165888100014","PAYPLUG.COM","367BF34170AECFEE0EC5499FAEAD8EBE","01","2019"
"24.44","1","497400","75165888100014","PAYPLUG         4405771","32A02AAA4799B6DEFB783A864EBA67FF","03","2019"
"53.74","1","497400","75165888100014","PAYPLUG         4405771","ED2317BE620F01CF45BB9B9038A530E9","02","2019"
"61.9","1","00000012916","75165888100014","PAYPLUG.COM","5A269BDAFB9829ACF35576183F1A9405","02","2019"
"136.22","1","466259","75165888100014","PAYPLUG.COM","D66BEBB6465DA4C9159A93AA9AF49209","03","2019"
"32.5","1","00000012916","75165888100014","PAYPLUG.COM","F6F3A5D99A7BA594F996C3E7AC437530","03","2019"
"323.68","1","466259","75165888100014","BPM POWER.COM","A07825FFE7232558D57A71A1EF21AAE6","03","2019"
"134.08","1","466259","75165888100014","PUNTO RIGENERA","9CEE3111EDCB016BD85AB0B23E5D1CCC","02","2019"
"21.0","1","466259","75165888100014","PAYPLUG.COM","B2F2AE2B84161571C973226423A9C0F1","01","2019"
"61.89","1","497400","75165888100014","PAYPLUG         4405771","D4E27093BA297C9EE350C460EC9D2F99","03","2019"
"111.3","1","466259","75165888100014","PAYPLUG.COM","4B966775A8AD7B321D572C2F501EE763","01","2019"
"53.9","1","00000012916","75165888100014","PAYPLUG.COM","757562DE61D5C55398B16576D1CB6EDE","02","2019"
"120.0","1","00000012916","75165888100014","PAYPLUG.COM","AE20013CB0BA45FA5CB086B20E51C831","03","2019"
"53.85","1","00000013239","75165888100014","PAYPLUG","0C020D8C8617C4EAF33334C3EA76DFE0","03","2019"
"186.11","1","466259","75165888100014","PAYPLUG.COM","BB01F9467CBDCB89F5B4CCDDB64DFF70","02","2019"
"23.34","1","497400","75165888100014","PAYPLUG         4405771","17CBB74969D8B55F4EE3CFC20BF1675B","01","2019"
"30.0","1","497400","75165888100014","PAYPLUG         4405771","E82695FD3FBDF1A0E0C7461AB50F7372","01","2019"
"246.7","1","00000012916","75165888100014","PAYPLUG.COM","3A184A9EF05A4A5D2A0E1F9F33CC5E39","03","2019"
"17.0","1","497400","75165888100014","PAYPLUG         4405771","9B53A4FA4764FB2CFBE47885605BAC1D","01","2019"
"59.28","1","00000012916","75165888100014","PAYPLUG.COM","14AE39C9CA0F9DE0E62718C2CCA71060","01","2019"
"24.88","1","466259","75165888100014","PAYPLUG.COM","457E0A9A22FC2DB02BCC7CC46279ED09","01","2019"
"21.86","1","497400","75165888100014","PAYPLUG         4405771","D3D50EBA9EC523E5CEF616240381B0A2","02","2019"
"59.9","1","466259","75165888100014","PAYPLUG.COM","FADB089D2EDF80528D9A79BE27AE089F","03","2019"
"31.6","1","497400","75165888100014","PAYPLUG         4405771","EFCB3186289F448EEBA55B511C0B607A","02","2019"
"139.6","1","497400","75165888100014","PAYPLUG         4405771","BAFBE3E038603713135ED7F695E6E94C","01","2019"
"7.0","1","497400","75165888100014","PAYPLUG         4405771","0D18EE5E2A147255F9E2A4E04674AB76","01","2019"
"72.0","1","497400","75165888100014","PAYPLUG         4405771","37E9B670598DBE2B17D55F161E8C4FCE","02","2019"
"22.89","1","00000012916","75165888100014","PAYPLUG.COM","7A376B515B5022B4F12B8C4D22998B92","03","2019"
"50.61","1","00000012916","75165888100014","PAYPLUG.COM","3FB6589318DD5429A33FCF66E57754C1","01","2019"
"374.79","3","00000012916","75165888100014","PAYPLUG.COM","7BD14C7BF4CE6A7C6E5B63E8A5CF4D9F","03","2019"
"54.98","1","466259","75165888100014","PAYPLUG.COM","3FFA6BF3A03423117A55564382FC83A6","03","2019"
"101.94","1","00000013239","75165888100014","PAYPLUG","82ED81E475B56570D0294940BACA0A0F","02","2019"
"38.78","1","497400","75165888100014","PAYPLUG         4405771","876563D94838CB762B979598149C02CE","02","2019"
"0.0","2","00000012916","75165888100014","PAYPLUG.COM","F98363533B07DFDEF97245ED522D9580","03","2019"
"25.0","1","466259","75165888100014","PAYPLUG.COM","F79B10D9580D425534CBB778B919F91E","02","2019"
"105.8","1","466259","75165888100014","PAYPLUG.COM","28E64BF918D1911A16E0AC6E8194C4F3","01","2019"
"39.2","1","00000012916","75165888100014","PAYPLUG.COM","402ABFC172182363FC6A291E4ED9BA7E","01","2019"
"233.28","1","466259","75165888100014","PAYPLUG.COM","8CD76C83463584D44D76C1E1DFA1BF0A","02","2019"
"13.5","1","00000012916","75165888100014","PAYPLUG.COM           23 25 RUE JEAN JACQUES ROUSSEA                  PARIS        75001     FRAFRA","512F99F7082177121D202802336AC84D","03","2019"
"40.9","1","466259","75165888100014","PAYPLUG.COM","31808ED800E80351E50890C25157FA0C","02","2019"
"69.9","1","00000012916","75165888100014","PAYPLUG.COM","1F5C703F37E9C2880E854AE92B28BDD7","03","2019"
"12.8","1","00000012916","75165888100014","PAYPLUG.COM","EC9E2E37DBB35270F810D6F1DD97F94D","03","2019"
"69.0","1","00000012916","75165888100014","PAYPLUG.COM","5EDAE981E87FFF1E21429B2B77DD321F","03","2019"
"54.9","1","466259","75165888100014","PAYPLUG.COM","98734343FD18686B3F3E7ECBE0A0164C","02","2019"
"72.5","1","00000012916","75165888100014","PAYPLUG.COM","42893A1ECE139C6F4455CD7D304C7906","01","2019"
"332.66","1","00000012916","75165888100014","PAYPLUG.COM","0E200B566D943F6CF697547127FD23B7","03","2019"
"42.0","1","466259","75165888100014","PAYPLUG.COM","A771C65467E96C616DEB0583305C83E4","03","2019"
"71.93","1","466259","75165888100014","PAYPLUG.COM","FE2E71330ACC8F48C39518E6A1B9673B","01","2019"
"57.0","1","497400","75165888100014","PAYPLUG         4405771","ED2AE3305A9548F2BAA76D237ACFCA40","01","2019"
"52.7","1","466259","75165888100014","PAYPLUG.COM","DD983AC49F5AAD154C30FC990A38DCF1","01","2019"
"29.4","1","466259","75165888100014","PAYPLUG.COM","A2BCACBD66F8E1D7A339726547893103","03","2019"
"25.0","1","00000013239","75165888100014","PAYPLUG","D355126E251C2C78536F09239D12D7C8","01","2019"
"79.8","1","00000012916","75165888100014","PAYPLUG.COM","20A5801EEE4D68FFA60300FE5F885BF0","03","2019"
"109.5","1","00000013239","75165888100014","PAYPLUG","949195A1598A648D4B3AAE5F872B2585","02","2019"
"17.07","1","00000012916","75165888100014","PAYPLUG.COM","CCD39960A0B3FEE3CFC9CCA4AC184258","01","2019"
"24.95","1","466259","75165888100014","PAYPLUG.COM","66B4F6653E4844D126975C7B1FC7DCD0","03","2019"
"51.8","1","466259","75165888100014","PAYPLUG.COM","5DE765D669E88E24E6F2DFA6CE07E3BD","01","2019"
"42.65","1","466259","75165888100014","PAYPLUG.COM","4AF5A1C3FDDD0204AFA881114F483875","02","2019"
"37.89","1","00000012916","75165888100014","PAYPLUG.COM","D68C7296425F37BD7DC6F677D7B2594D","03","2019"
"157.5","1","497400","75165888100014","PAYPLUG         4405771","8172E001779D49CC4092465B288D5BB5","01","2019"
"66.53999999999999","2","466259","75165888100014","PAYPLUG.COM","3669C05BEC9538680282319396EF03CA","01","2019"
"23.52","1","466259","75165888100014","BPM POWER.COM","9BBFABCB62066335232A7CDC1471D20D","03","2019"
"119.95","1","466259","75165888100014","ProduceShop","7AE107274F46061E186C65E494E3D0D8","03","2019"
"285.0","1","00000012916","75165888100014","MONDIALSHOP.IT","1E339073DD28EF881A29FC867DF72244","03","2019"
"1073.04","1","466259","75165888100014","DEGHI SHOP","C2CAE07A70C1286F36904724E7D00D20","02","2019"
"219.6","1","00000012916","75165888100014","ProduceShop","71E19A753D1302EFD703E5287D140772","03","2019"
"20.41","1","00000012916","75165888100014","PUNTO RIGENERA","767F602751D399608DA5AAD24EA83BFA","03","2019"
"27.46","1","466259","75165888100014","PUNTO RIGENERA","30C954C744ED70E7BF715C2E470D017B","01","2019"
"85.4","1","00000012916","75165888100014","PAYPLUG.COM","29B5668B5E29A35717A18A24E8329437","03","2019"
"82.25","1","00000013239","75165888100014","PAYPLUG","E860B1C2823E2C988FFCD52523656D82","01","2019"
"125.1","1","00000012916","75165888100014","PAYPLUG.COM","ACFF4420AAF5A82B7046687DB321C94A","02","2019"
"86.8","1","466259","75165888100014","PAYPLUG.COM","795839EFFB099CA416AB504A2C85DC97","02","2019"
"40.0","1","497400","75165888100014","PAYPLUG         4405771","A721291F463C013794A5693972DFF524","02","2019"
"30.61","1","466259","75165888100014","PAYPLUG.COM","31D29EC0032898C5C4D835FD26968BBF","01","2019"
"72.31","1","466259","75165888100014","PAYPLUG.COM","285730B046D0B209D2BAAF869E5B7B7D","02","2019"
"40.0","1","466259","75165888100014","PAYPLUG.COM","2F64CB01694A99139978711646BD6EF7","02","2019"
"-38.1","1","466259","75165888100014","PAYPLUG.COM","F3A191A24EB1BA3C17B04B8777D605EB","02","2019"
"99.0","1","466259","75165888100014","PAYPLUG.COM","D91F4678C58D44A7879A69B9BE0CD260","03","2019"
"0.0","2","466259","75165888100014","PAYPLUG.COM","6DBD29639711E522A5C6AA520A0C6CD8","03","2019"
"49.8","1","466259","75165888100014","PAYPLUG.COM","F10187D63FD9EEFA72285D36D45D9AA6","01","2019"
"73.9","1","466259","75165888100014","PAYPLUG.COM","509B6C3102B7A07932D3FD15964FCEA0","01","2019"
"105.51","1","466259","75165888100014","PAYPLUG.COM","FF9B33A5047484B7281D379CEB309871","01","2019"
"10.4","1","00000012916","75165888100014","PAYPLUG.COM","91016DBFF610456DF078E5E7FEBEFD73","03","2019"
"52.3","1","466259","75165888100014","PAYPLUG.COM","0BB768E7F13ED138291005C20BE85A84","01","2019"
"25.0","1","00000012916","75165888100014","PAYPLUG.COM","5FACFB13BAB520EE743D18DA725AAD91","02","2019"
"86.5","1","00000012916","75165888100014","PAYPLUG.COM","B19AADE0AB451BA6CBF27C6759AEED56","03","2019"
"19.98","1","466259","75165888100014","PAYPLUG.COM","850982DDC69F35701E6984CEC195C1E2","02","2019"
"61.18","1","00000012916","75165888100014","PAYPLUG.COM","8AFC1FF0B556F9BED8CF6EE2BDE12A81","03","2019"
"34.9","1","00000012916","75165888100014","PAYPLUG.COM","01B37FE09AB189297EE993242F2CE50A","03","2019"
"190.49","1","466259","75165888100014","PAYPLUG.COM","9B0F3477F346F4BECC3EA7A1AA67335C","03","2019"
"17.8","1","466259","75165888100014","PAYPLUG.COM","796623412F82D8F91D01BD3935EE35A1","01","2019"
"54.9","1","497400","75165888100014","PAYPLUG         4405771","0B9CB406DFDDE1D486AB1AEE0782BD80","01","2019"
"199.81","1","00000012916","75165888100014","Pubblicarrello","ADAA3BD1F15ECEA5CEFC22E6499B0DFD","03","2019"
"32.0","1","00000012916","75165888100014","PAYPLUG.COM","6361A17D21B5A4CC9B9513F85D68DFEE","03","2019"
